Id,Text,Author
2230,THE FULL PROJECT GUTENBERG LICENSE,Agatha Christie
2231,"(or any other work associated in any way with the phrase ""Project",Agatha Christie
2232,Gutenberg-tm License (available with this file or online at,Agatha Christie
2233,"the terms of this agreement, you must cease using and return or destroy",Agatha Christie
2234,If you paid a fee for obtaining a copy of or access to a Project,Agatha Christie
2235,Gutenberg-tm electronic work and you do not agree to be bound by the,Agatha Christie
2236,"terms of this agreement, you may obtain a refund from the person or",Agatha Christie
2237,used on or associated in any way with an electronic work by people who,Agatha Christie
2238,things that you can do with most Project Gutenberg-tm electronic works,Agatha Christie
2239,paragraph 1.C below.  There are a lot of things you can do with Project,Agatha Christie
2240,Gutenberg-tm electronic works if you follow the terms of this agreement,Agatha Christie
2241,"1.C.  The Project Gutenberg Literary Archive Foundation (""the Foundation""",Agatha Christie
2242,"or PGLAF), owns a compilation copyright in the collection of Project",Agatha Christie
2243,collection are in the public domain in the United States.  If an,Agatha Christie
2244,individual work is in the public domain in the United States and you are,Agatha Christie
2245,"located in the United States, we do not claim a right to prevent you from",Agatha Christie
2246,works based on the work as long as all references to Project Gutenberg,Agatha Christie
2247,this agreement for keeping the Project Gutenberg-tm name associated with,Agatha Christie
2248,keeping this work in the same format with its attached full Project,Agatha Christie
2249,Gutenberg-tm License when you share it without charge with others.,Agatha Christie
2250,1.D.  The copyright laws of the place where you are located also govern,Agatha Christie
2251,"a constant state of change.  If you are outside the United States, check",Agatha Christie
2252,the copyright status of any work in any country outside the United,Agatha Christie
2253,States.,Agatha Christie
2254,1.E.  Unless you have removed all references to Project Gutenberg:,Agatha Christie
2255,whenever any copy of a Project Gutenberg-tm work (any work on which the,Agatha Christie
2256,"phrase ""Project Gutenberg"" appears, or with which the phrase ""Project",Agatha Christie
2257,copied or distributed:,Agatha Christie
2258,This eBook is for the use of anyone anywhere at no cost and with,Agatha Christie
2259,re-use it under the terms of the Project Gutenberg License included,Agatha Christie
2260,1.E.2.  If an individual Project Gutenberg-tm electronic work is derived,Agatha Christie
2261,from the public domain (does not contain a notice indicating that it is,Agatha Christie
2262,Project Gutenberg-tm trademark as set forth in paragraphs 1.E.8 or,Agatha Christie
2263,1.E.3.  If an individual Project Gutenberg-tm electronic work is posted,Agatha Christie
2264,must comply with both paragraphs 1.E.1 through 1.E.7 and any additional,Agatha Christie
2265,terms imposed by the copyright holder.  Additional terms will be linked,Agatha Christie
2266,to the Project Gutenberg-tm License for all works posted with the,Agatha Christie
2267,1.E.4.  Do not unlink or detach or remove the full Project Gutenberg-tm,Agatha Christie
2268,"1.E.5.  Do not copy, display, perform, distribute or redistribute this",Agatha Christie
2269,prominently displaying the sentence set forth in paragraph 1.E.1 with,Agatha Christie
2270,Gutenberg-tm License.,Agatha Christie
2271,"copy, a means of exporting a copy, or a means of obtaining a copy upon",Agatha Christie
2272,"1.E.7.  Do not charge a fee for access to, viewing, displaying,",Agatha Christie
2273,"performing, copying or distributing any Project Gutenberg-tm works",Agatha Christie
2274,1.E.8.  You may charge a reasonable fee for copies of or providing,Agatha Christie
2275,access to or distributing Project Gutenberg-tm electronic works provided,Agatha Christie
2276,that,Agatha Christie
2277,"money paid for a work or a replacement copy, if a defect in the",Agatha Christie
2278,distribution of Project Gutenberg-tm works.,Agatha Christie
2279,both the Project Gutenberg Literary Archive Foundation and Michael,Agatha Christie
2280,1.F.,Agatha Christie
2281,1.F.1.  Project Gutenberg volunteers and employees expend considerable,Agatha Christie
2282,"property infringement, a defective or damaged disk or other medium, a",Agatha Christie
2283,"fees.  YOU AGREE THAT YOU HAVE NO REMEDIES FOR NEGLIGENCE, STRICT",Agatha Christie
2284,"TRADEMARK OWNER, AND ANY DISTRIBUTOR UNDER THIS AGREEMENT WILL NOT BE",Agatha Christie
2285,your written explanation.  The person or entity that provided you with,Agatha Christie
2286,"refund.  If you received the work electronically, the person or entity",Agatha Christie
2287,providing it to you may choose to give you a second opportunity to,Agatha Christie
2288,"is also defective, you may demand a refund in writing without further",Agatha Christie
2289,"in paragraph 1.F.3, this work is provided to you 'AS-IS' WITH NO OTHER",Agatha Christie
2290,warranties or the exclusion or limitation of certain types of damages.,Agatha Christie
2291,interpreted to make the maximum disclaimer or limitation permitted by,Agatha Christie
2292,"1.F.6.  INDEMNITY - You agree to indemnify and hold the Foundation, the",Agatha Christie
2293,"trademark owner, any agent or employee of the Foundation, anyone",Agatha Christie
2294,providing copies of Project Gutenberg-tm electronic works in accordance,Agatha Christie
2295,that arise directly or indirectly from any of the following which you do,Agatha Christie
2296,Section  2.  Information about the Mission of Project Gutenberg-tm,Agatha Christie
2297,Project Gutenberg-tm is synonymous with the free distribution of,Agatha Christie
2298,"assistance they need, is critical to reaching Project Gutenberg-tm's",Agatha Christie
2299,and permanent future for Project Gutenberg-tm and future generations.,Agatha Christie
2300,state of Mississippi and granted tax exempt status by the Internal,Agatha Christie
2301,"Fairbanks, AK, 99712., but its volunteers and employees are scattered",Agatha Christie
2302,For additional contact information:,Agatha Christie
2303,gbnewby@pglaf.org,Agatha Christie
2304,Section 4.  Information about Donations to the Project Gutenberg,Agatha Christie
2305,array of equipment including outdated equipment.  Many small donations,Agatha Christie
2306,States.  Compliance requirements are not uniform and it takes a,Agatha Christie
2307,where we have not received written confirmation of compliance.  To,Agatha Christie
2308,particular state visit http://pglaf.org,Agatha Christie
2309,While we cannot and do not solicit contributions from states where we,Agatha Christie
2310,"ways including checks, online payments and credit card donations.",Agatha Christie
2311,Professor Michael S. Hart is the originator of the Project Gutenberg-tm,Agatha Christie
2312,including how to make donations to the Project Gutenberg Literary,Agatha Christie
